sample_id,image_path,lighting_label,framesize,quality,brightness,contrast,saturation,aec,agc,awb,http_code,bytes,captured_at_utc,display_text,notes
capture_0001,tools/dataset/captures/baseline_20260625T182331Z/capture_0001.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,17391,2026-06-25T18:23:31Z,,
capture_0002,tools/dataset/captures/baseline_20260625T182331Z/capture_0002.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,19606,2026-06-25T18:23:33Z,,
capture_0003,tools/dataset/captures/baseline_20260625T182331Z/capture_0003.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,18826,2026-06-25T18:23:39Z,,
capture_0004,tools/dataset/captures/baseline_20260625T182331Z/capture_0004.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,13544,2026-06-25T18:23:45Z,,
capture_0005,tools/dataset/captures/baseline_20260625T182331Z/capture_0005.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9643,2026-06-25T18:23:46Z,,
capture_0006,tools/dataset/captures/baseline_20260625T182331Z/capture_0006.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12763,2026-06-25T18:23:47Z,,
capture_0007,tools/dataset/captures/baseline_20260625T182331Z/capture_0007.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9706,2026-06-25T18:23:49Z,,
capture_0008,tools/dataset/captures/baseline_20260625T182331Z/capture_0008.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12624,2026-06-25T18:23:50Z,,
capture_0009,tools/dataset/captures/baseline_20260625T182331Z/capture_0009.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,15561,2026-06-25T18:23:51Z,,
capture_0010,tools/dataset/captures/baseline_20260625T182331Z/capture_0010.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,15513,2026-06-25T18:23:52Z,,
capture_0011,tools/dataset/captures/baseline_20260625T182331Z/capture_0011.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12889,2026-06-25T18:23:54Z,,
capture_0012,tools/dataset/captures/baseline_20260625T182331Z/capture_0012.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,15575,2026-06-25T18:23:55Z,,
capture_0013,tools/dataset/captures/baseline_20260625T182331Z/capture_0013.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9752,2026-06-25T18:23:56Z,,
capture_0014,tools/dataset/captures/baseline_20260625T182331Z/capture_0014.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12558,2026-06-25T18:23:58Z,,
capture_0015,tools/dataset/captures/baseline_20260625T182331Z/capture_0015.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,15902,2026-06-25T18:23:59Z,,
capture_0016,tools/dataset/captures/baseline_20260625T182331Z/capture_0016.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9705,2026-06-25T18:24:00Z,,
capture_0017,tools/dataset/captures/baseline_20260625T182331Z/capture_0017.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12826,2026-06-25T18:24:01Z,,
capture_0018,tools/dataset/captures/baseline_20260625T182331Z/capture_0018.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9578,2026-06-25T18:24:03Z,,
capture_0019,tools/dataset/captures/baseline_20260625T182331Z/capture_0019.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9511,2026-06-25T18:24:04Z,,
capture_0020,tools/dataset/captures/baseline_20260625T182331Z/capture_0020.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12746,2026-06-25T18:24:05Z,,
capture_0021,tools/dataset/captures/baseline_20260625T182331Z/capture_0021.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9791,2026-06-25T18:24:06Z,,
capture_0022,tools/dataset/captures/baseline_20260625T182331Z/capture_0022.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9716,2026-06-25T18:24:08Z,,
capture_0023,tools/dataset/captures/baseline_20260625T182331Z/capture_0023.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,13436,2026-06-25T18:24:09Z,,
capture_0024,tools/dataset/captures/baseline_20260625T182331Z/capture_0024.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,17870,2026-06-25T18:24:11Z,,
capture_0025,tools/dataset/captures/baseline_20260625T182331Z/capture_0025.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9787,2026-06-25T18:24:12Z,,
capture_0026,tools/dataset/captures/baseline_20260625T182331Z/capture_0026.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,13049,2026-06-25T18:24:13Z,,
capture_0027,tools/dataset/captures/baseline_20260625T182331Z/capture_0027.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,13395,2026-06-25T18:24:15Z,,
capture_0028,tools/dataset/captures/baseline_20260625T182331Z/capture_0028.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9640,2026-06-25T18:24:16Z,,
capture_0029,tools/dataset/captures/baseline_20260625T182331Z/capture_0029.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12683,2026-06-25T18:24:17Z,,
capture_0030,tools/dataset/captures/baseline_20260625T182331Z/capture_0030.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12722,2026-06-25T18:24:18Z,,
capture_0031,tools/dataset/captures/baseline_20260625T182331Z/capture_0031.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12832,2026-06-25T18:24:21Z,,
capture_0032,tools/dataset/captures/baseline_20260625T182331Z/capture_0032.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9588,2026-06-25T18:24:22Z,,
capture_0033,tools/dataset/captures/baseline_20260625T182331Z/capture_0033.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,9590,2026-06-25T18:24:23Z,,
capture_0034,tools/dataset/captures/baseline_20260625T182331Z/capture_0034.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,12713,2026-06-25T18:24:25Z,,
capture_0035,tools/dataset/captures/baseline_20260625T182331Z/capture_0035.jpg,baseline_2p4_wifi,vga,12,,,,,,,200,13723,2026-06-25T18:24:26Z,,
