image_path,accepted,rejection_reasons,decode_ok,jpeg_format,width,height,locator_found,locator_x,locator_y,locator_width,locator_height,locator_rotation,locator_score,brightness_mean,contrast_stddev,sharpness_laplacian_variance,perceptual_dhash,nearest_accepted_path,nearest_hash_distance
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0011.jpg,False,display_not_found;brightness_too_low;contrast_too_low;sharpness_too_low,True,True,640,480,False,,,,,,,9.137496948242188,14.683354377746582,23.27186393737793,0418181818180000,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0015.jpg,True,,True,True,640,480,True,289,0,351,372,0,5229,37.61716842651367,58.92820358276367,442.63360595703125,28f0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0018.jpg,True,,True,True,640,480,True,289,0,351,372,0,5154,37.20161437988281,58.19462585449219,445.5474548339844,38e0e0e1e199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0021.jpg,True,,True,True,640,480,True,312,73,270,286,0,5243,55.14002990722656,68.67530822753906,707.1458740234375,c0606070949888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0024.jpg,True,,True,True,640,480,True,289,0,351,372,0,5237,37.53902816772461,58.814453125,443.8330383300781,a8f0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0026.jpg,True,,True,True,640,480,True,289,0,351,372,0,5148,37.10880661010742,58.099403381347656,444.6081237792969,b8e0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0029.jpg,True,,True,True,640,480,True,289,0,351,372,0,5312,37.92147445678711,59.0335578918457,442.7706604003906,28f0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0032.jpg,True,,True,True,640,480,True,289,0,351,372,0,5314,37.999794006347656,59.05851364135742,441.5272521972656,28f0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0035.jpg,True,,True,True,640,480,True,289,0,351,372,0,5297,37.84185791015625,58.94559097290039,444.6419677734375,a8f0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0038.jpg,True,,True,True,640,480,True,312,73,270,286,0,5183,54.53303527832031,68.22473907470703,707.6705932617188,e06064708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0041.jpg,True,,True,True,640,480,True,289,0,351,372,0,5153,37.176116943359375,58.073299407958984,450.7745666503906,38e0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0044.jpg,True,,True,True,640,480,True,289,0,351,372,0,5145,37.117835998535156,57.91010284423828,442.3465270996094,38e0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0047.jpg,True,,True,True,640,480,True,289,0,351,372,0,5161,37.17987823486328,57.99067306518555,442.3036804199219,38e0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0050.jpg,False,display_not_found,True,True,640,480,False,,,,,,,37.12570571899414,39.38853454589844,233.23143005371094,0c98985c6676e040,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0053.jpg,True,,True,True,640,480,True,312,73,270,286,0,5195,54.72801208496094,68.35256958007812,713.1668090820312,e06064708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0056.jpg,True,,True,True,640,480,True,289,0,351,372,0,5188,37.249080657958984,58.15827560424805,446.4706726074219,38e0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0059.jpg,True,,True,True,640,480,True,312,73,270,286,0,5158,54.58158493041992,68.287109375,711.2748413085938,e06064708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0062.jpg,True,,True,True,640,480,True,312,73,270,286,0,5060,53.7178840637207,67.73292541503906,693.0198974609375,e06460708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0065.jpg,True,,True,True,640,480,True,312,73,270,286,0,5069,53.92595291137695,67.80968475341797,701.9298095703125,e06460708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0068.jpg,True,,True,True,640,480,True,312,73,270,286,0,5157,54.63320541381836,68.32384490966797,707.2025146484375,e06064708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0071.jpg,True,,True,True,640,480,True,312,73,270,286,0,5190,54.66920471191406,68.31163024902344,707.923583984375,c06064708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0074.jpg,True,,True,True,640,480,True,289,0,351,372,0,5175,37.27915573120117,57.98366165161133,446.5975036621094,28e0e0e1f199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0077.jpg,True,,True,True,640,480,True,289,0,351,372,0,5057,36.75874710083008,57.43935012817383,442.0758361816406,38e0e0e1e199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0079.jpg,True,,True,True,640,480,True,289,0,351,372,0,5098,36.87343978881836,57.6159553527832,438.4316711425781,38e0e0e1e199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0082.jpg,True,,True,True,640,480,True,289,0,351,372,0,5089,36.90990447998047,57.617698669433594,435.7188720703125,38e0e0e1e199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0085.jpg,True,,True,True,640,480,True,312,73,270,286,0,5088,53.773685455322266,67.54085540771484,695.9422607421875,e06460708c9880a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0088.jpg,True,,True,True,640,480,True,289,0,351,372,0,5144,37.170440673828125,58.027374267578125,440.35150146484375,b8e0e0e1e199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0091.jpg,True,,True,True,640,480,True,289,0,351,372,0,5168,37.148399353027344,57.99584197998047,442.39263916015625,38e0e0e1e199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0094.jpg,True,,True,True,640,480,True,289,0,351,372,0,5101,36.879215240478516,57.560768127441406,442.5684814453125,38e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0097.jpg,True,,True,True,640,480,True,312,73,270,286,0,5061,53.76761245727539,67.65821075439453,698.5698852539062,e06460708c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0100.jpg,True,,True,True,640,480,True,289,0,351,372,0,4918,35.70646667480469,55.93852233886719,422.6634521484375,08e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0103.jpg,True,,True,True,640,480,True,312,73,270,286,0,4924,52.10063552856445,66.02940368652344,676.2242431640625,d0506470949888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0106.jpg,True,,True,True,640,480,True,289,0,351,372,0,4907,35.65471267700195,55.978702545166016,428.01922607421875,08e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0109.jpg,True,,True,True,640,480,True,312,73,270,286,0,5123,54.21973419189453,67.76131439208984,687.8401489257812,f05060709c9888a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0112.jpg,True,,True,True,640,480,True,289,0,351,372,0,5135,36.94728469848633,57.67920684814453,435.88494873046875,08f0f0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0115.jpg,False,display_not_found,True,True,640,480,False,,,,,,,33.91753387451172,42.43355941772461,414.1497497558594,0c9c98cc6746c0c0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0118.jpg,True,,True,True,640,480,True,289,0,351,372,0,5142,36.94596862792969,57.65180969238281,438.5279846191406,08f0f0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0121.jpg,True,,True,True,640,480,True,289,0,351,372,0,4995,36.05270004272461,56.63687515258789,433.2247314453125,08e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0124.jpg,True,,True,True,640,480,True,289,0,351,372,0,5142,36.938270568847656,57.672157287597656,433.9898376464844,08f0f0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0127.jpg,True,,True,True,640,480,True,289,0,351,372,0,5121,36.91217041015625,57.57591247558594,435.285888671875,08f0f0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0130.jpg,True,,True,True,640,480,True,289,0,351,372,0,4909,35.75971221923828,56.10458755493164,429.0546875,08e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0133.jpg,True,,True,True,640,480,True,289,0,351,372,0,4937,35.779945373535156,56.133182525634766,429.7469177246094,08e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0136.jpg,True,,True,True,640,480,True,289,0,351,372,0,5204,37.477867126464844,58.179500579833984,438.5403137207031,18e0e0e1a199d1e0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0139.jpg,True,,True,True,640,480,True,314,77,266,282,0,4824,52.14567184448242,65.81855773925781,700.00927734375,d85060648c98a8a0,,
/home/mpetrick/repos/esp32-fever-dream/tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0142.jpg,True,,True,True,640,480,True,312,73,270,286,0,4871,51.7351188659668,65.62505340576172,683.6669921875,d85064708c9888a0,,
